Bronx-77-025,Grenadier Realty Apartments,1610 Sedgwick Ave,Bronx,NY,10453
52-024,SCIENCE SKILLS CTR HS,49 FLATBUSH AVE EXTENSION,Brooklyn,NY,11201
52-025,URBAN ASSEMBLY SCH FOR LAW & JUSTICE,283 ADAMS ST,Brooklyn,NY,11201
52-115,URBAN ASSEMBLY SCH FOR LAW & JUSTICE,283 ADAMS ST,BROOKLYN,NY,11201
52-116,MS 51,350 5 AVENUE,BROOKLYN,NY,11215
53-034,St. Francis Church Hall,200 Woodpoint Road,Brooklyn,NY,11211
53-035,St. Francis Church Hall,200 Woodpoint Road,Brooklyn,NY,11211
53-036,VETRO APTS TEN ASSOC,320 DEVOE STREET,Brooklyn,NY,11211
53-078,IS 71,215 Heyward Street,Brooklyn,NY,11206
54-003,BARZOLAÕS PALACE,3386 ATLANTIC AVENUE,Brooklyn,NY,11208
54-004,BARZOLAÕS PALACE,3386 ATLANTIC AVENUE,Brooklyn,NY,11208
54-006,BARZOLAÕS PALACE,3386 Atlantic Avenue,Brooklyn,NY,11208
54-041,PS 89,265 WARWICK STREET,Brooklyn,NY,11207
54-042,PS 89,265 WARWICK STREET,Brooklyn,NY,11207
54-043,PS 89,265 WARWICK STREET,Brooklyn,NY,11207
54-045,PS 89,265 WARWICK STREET,Brooklyn,NY,11207
54-049,PS 65,696 Jamaica Avenue,Brooklyn,NY,11208
54-050,PS 65,696 Jamaica Avenue,Brooklyn,NY,11208
54-051,BARZOLA'S PALACE,3386 Atlantic Avenue,Brooklyn,NY,11208
54-053,CYPRESS HILLS SR CTR,3208 FULTON STREET,Brooklyn,NY,11208
54-054,PS 65,696 Jamaica Avenue,Brooklyn,NY,11208
54-065,BARZOLAÕS PALACE,3386 Atlantic Avenue,Brooklyn,NY,11208
54-080,PS 65,696 Jamaica Avenue,Brooklyn,NY,11208
54-081,IS 171,528 Ridgewood Avenue,,NY,11208
55-094,PS 398,60 EAST 94 STREET,Brooklyn,NY,11212
55-032,PS 12,430 HOWARD AVENUE,Brooklyn,NY,11233
55-044,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE,Brooklyn,NY,11207
55-045,PS 89,265 WARWICK STREET,Brooklyn,NY,11207
55-054,IS 302,332 Linwood Street,Brooklyn,NY,11208
55-056,BETSY HEAD POOL,694 THOMAS BOYLAND STREET,Brooklyn,NY,11212
55-103,PS 12,430 HOWARD AVENUE,Brooklyn,NY,11233
55-104,PS 12,430 HOWARD AVENUE,Brooklyn,NY,11233
55-108,Atlantic Towers,216 Rockaway Avenue,Brooklyn,NY,11233
56-051,BOYS AND GIRLS HIGH SCHOOL,1700 FULTON STREET,Brooklyn,NY,11213
56-062,PS 28,1001 HERKIMER STREET,Brooklyn,NY,11233
56-063,PS 12,430 HOWARD AVENUE,Brooklyn,NY,11233
56-064,PS 335,130 ROCHESTER AVENUE,Brooklyn,NY,11213
56-066,PS 12,430 HOWARD AVENUE,Brooklyn,NY,11233
56-067,IS 390/MS 334/MS 354,1224 Park Place,Brooklyn,NY,11213
56-071,IS 390/MS 334/MS 354,1224 Park Place,Brooklyn,NY,11213
56-073,IS 390/MS 334/MS 354,1224 Park Place,Brooklyn,NY,11213
56-074,IS 390/MS 334/MS 354,1224 Park Place,Brooklyn,NY,11213
56-078,IS 390/MS 334/MS 354,1224 Park Place,Brooklyn,NY,11213
56-083,HUGH GILROY SR CTR,447 KINGSBOROUGH 4 WALK,Brooklyn,NY,11233
56-084,IS 390/MS 334/MS 354,1224 PARK PLACE,Brooklyn,NY,11213
57-001,SCIENCE SKILLS CTR HS,49 FLATBRUSH AVE EXTENSION,Brooklyn,NY,11201
57-002,SCIENCE SKILLS CTR HS,49 FLATBRUSH AVE EXTENSION,Brooklyn,NY,11201
57-003,SCIENCE SKILLS CTR HS,49 FLATBRUSH AVE EXTENSION,Brooklyn,NY,11201
57-004,SCIENCE SKILLS CTR HS,49 FLATBRUSH AVE EXTENSION,Brooklyn,NY,11201
57-006,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVE,Brooklyn,NY,11201
57-007,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVE,Brooklyn,NY,11201
57-008,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVE,Brooklyn,NY,11201
57-009,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVE,Brooklyn,NY,11201
57-010,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVE,Brooklyn,NY,11201
57-011,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVE,Brooklyn,NY,11201
57-018,PS 270,241 Emerson Place,Brooklyn,NY,11205
57-044,ATLANTIC TERMINAL CMM. CTR.,501 CARLTON AVENUE,Brooklyn,NY,11238
57-045,ATLANTIC TERMINAL CMM. CTR.,501 CARLTON AVENUE,Brooklyn,NY,11238
57-046,ATLANTIC TERMINAL CMM. CTR.,501 CARLTON AVENUE,Brooklyn,NY,11238
57-047,PS 753/BKLYN SCH FOR CAREER DEVELOPMENT,510 Clermont Avenue,Brooklyn,NY,11238
57-061,PS 753/BKLYN SCH FOR CAREER DEVELOPMENT,510 Clermont Avenue,Brooklyn,NY,11238
57-062,PS 753/BKLYN SCH FOR CAREER DEVELOPMENT,510 Clermont Avenue,Brooklyn,NY,11238
57-083,MEDGAR EVERS,1150 CARROLL STREET,Brooklyn,NY,11225
57-092,MEDGAR EVERS,1150 CARROLL STREET,Brooklyn,NY,11225
57-097,PS 54 New,195 Sandford Street,Brooklyn,NY,11205
58-020,St Vincent Ferrer Church,3610 GLENWOOD ROAD,Brooklyn,NY,11210
58-021,St Vincent Ferrer Church,3610 GLENWOOD ROAD,Brooklyn,NY,11210
58-022,St Vincent Ferrer Church,3610 GLENWOOD ROAD,Brooklyn,NY,11210
58-026,St Vincent Ferrer Church,3610 GLENWOOD ROAD,Brooklyn,NY,11210
58-027,St Vincent Ferrer Church,3610 GLENWOOD ROAD,Brooklyn,NY,11210
58-058,PS 66 IS,845 East 96 Street,Brooklyn,NY,11236
58-059,PS 272,101-24 Seaview Avenue,Brooklyn,NY,11236
58-065,Canarsie HS,1600 Rockaway Parkway,Brooklyn,NY,11236
58-072,PS 66 IS,845 East 96 Street,Brooklyn,NY,11236
58-074,Canarsie HS,1600 Rockaway Parkway,Brooklyn,NY,11236
58-075,Canarsie HS,1600 Rockaway Parkway,Brooklyn,NY,11236
58-079,CANARSIE HS,1600 ROCKAWAY PARKWAY,Brooklyn,NY,11236
58-080,St. Augustine's Episcopal Church,4301 Avenue D,Brooklyn,NY,11203
58-081,St Vincent Ferrer Church,3610 Glenwood Road,Brooklyn,NY,11210
58-082,PS 272,101-24 Seaview Avenue,Brooklyn,NY,11236
58-083,St Vincent Ferrer Church,3610 Glenwood Road,Brooklyn,NY,11210
59-033,PS 222,3301 Quentin Road,Brooklyn,NY,11234
59-036,PS 222,3301 Quentin Road,Brooklyn,NY,11234
59-037,Carmine Carro Comm Ctr,3000 Fillmore Avenue,Brooklyn,NY,11234
59-038,Carmine Carro Comm Ctr,3000 Fillmore Avenue,Brooklyn,NY,11234
59-078,PS 251,1037 East 54 Street,Brooklyn,NY,11234
59-082,CANARSIE HS,1600 Rockaway Parkway,Brooklyn,NY,11236
59-082,CANARSIE HS,1600 ROCKAWAY PARKWAY,Brooklyn,NY,11236
59-083,PS 312,7103 Avenue T,Brooklyn,NY,11234
59-083,PS 312,7103 Avenue T,Brooklyn,NY,11234
59-084,PS 115,1500 East 92 Street,Brooklyn,NY,11236
59-084,PS 115,1500 East 92 Street,Brooklyn,NY,11236
59-085,PS 68 JHS,956 East 82 Street,Brooklyn,NY,11236
59-086,PS 114,1077 Remsen Avenue,Brooklyn,NY,11236
59-087,CANARSIE HS,1600 Rockaway Parkway,Brooklyn,NY,11236
59-087,CANARSIE HS,1600 ROCKAWAY PARKWAY,Brooklyn,NY,11236
60-004,IS 364 Annex,1461 Geneva Loop,Brooklyn,NY,11239
60-005,IS 364 Annex,1461 Geneva Loop,Brooklyn,NY,11239
60-022,BELMONT GARDENS II,628 Eldert Lane,Brooklyn,NY,11208
60-023,BELMONT GARDENS II,628 Eldert Lane,Brooklyn,NY,11208
60-024,Linden Plaza Bldg,675 Lincoln Avenue,Brooklyn,NY,11208
60-083,SPRING CREEK EDUCATIONAL CAMPUS,1065 ELTON STREET,Brooklyn,NY,11239
60-084,SPRING CREEK EDUCATIONAL CAMPUS,1065 ELTON STREET,Brooklyn,NY,11239
60-086,SPRING CREEK EDUCATIONAL CAMPUS,1065 ELTON STREET,Brooklyn,NY,11239
60-087,PS 328,330 Alabama Avenue,Brooklyn,NY,11207
60-088,New Hope Family Worship,817 Livonia Avenue,Brooklyn,NY,11207
60-089,Linden Plaza Bldg,675 Lincoln Avenue,Brooklyn,NY,11208
64-081,PS 170,619 72 Street,Brooklyn,NY,11209
64-082,PS 170,619 72 Street,Brooklyn,NY,11209
64-083,PS 170,619 72 Street,Brooklyn,NY,11209
64-084,PS 170,619 72 Street,Brooklyn,NY,11228
64-086,PS 170,619 72 Street,Brooklyn,NY,11209
64-087,PS 331,7002 4 Avenue,Brooklyn,NY,11209
64-088,PS 331,7002 4 Avenue,Brooklyn,NY,11209
64-098,PS 331,7002 4 Avenue,Brooklyn,NY,11209
65-006,Southbridge Tower II,66 Frankfort Street,New York,NY,10038
65-007,Southbridge Tower II,66 Frankfort Street,New York,NY,10038
65-008,Southbridge Tower II,66 Frankfort Street,New York,NY,10038
65-013,PS 276,55 Battery Place,New York,NY,10280
65-040,JHS 56,220 Henry Street,New York,NY,10002
65-043,JHS 56,220 Henry Street,New York,NY,10002
65-050,PS 140,123 Ridge Street,New York,NY,10002
65-068,Lira Apartments,21 Spring Street,New York,NY,10012
65-083,JHS 56,220 Henry Street,New York,NY,10002
65-087,Southbridge Tower II,66 Frankfort Street,New York,NY,10038
65-090,PS 276,55 Battery Place,New York,NY,10280
66-007,Tweed Court,52 Chambers Street,New York,NY,10007
66-012,PS 234 (Independence),292 Greenwich Street,New York,NY,10007
66-013,PS 234 (Independence),292 Greenwich Street,New York,NY,10007
66-014,St Anthony's Church,155 Sullivan Street,New York,NY,10012
66-015,St Anthony's Church,155 Sullivan Street,New York,NY,10012
66-018,St Anthony's Church,155 Sullivan Street,New York,NY,10012
66-019,Lira Apartments,21 Spring Street,New York,NY,10012
66-022,NYU Wash Square Village 3,3 Washington Sq Village,New York,NY,10012
66-023,NYU Wash Square Village 2,2 Washington Square Village,New York,NY,10012
66-040,St Anthony's Church,155 Sullivan Street,New York,NY,10012
66-043,NYU The Palladium,133 East 13 Street,New York,NY,10003
66-057,Clinton Sch for Writers and Artists,10 E 15 ST,New York,NY,10003
66-065,Southbridge Tower II,66 Frankfort Street,New York,NY,10038
66-068,City As School,16 Clarkson Street,New York,NY,10014
66-085,PS 41,116 West 11 Street,New York,NY,10011
66-087,PS 41,116 West 11 Street,New York,NY,10011
66-091,PS 89,201 Warren Street,New York,NY,10282
66-092,City As School,16 Clarkson Street,New York,NY,10014
67-002,Elias Howe Primary Sch 51 Manhattan,525 W 44 Street,New York,NY,10036
67-018,PS 191,210 West 61 Street,New York,NY,10023
67-020,PS 191,210 West 61 Street,New York,NY,10023
67-021,PS 191,210 West 61 Street,New York,NY,10023
67-022,PS 191,210 West 61 Street,New York,NY,10023
67-023,PS 191,210 West 61 Street,New York,NY,10023
67-031,Lincoln Guild Housing,303 West 66 Street,New York,NY,10023
67-039,Find Aid For Aged (Hamilton),141 West 73 St,New York,NY,10023
67-040,Find Aid For Aged (Hamilton),141 West 73 St,New York,NY,10023
67-046,Lincoln Towers II,150 West End Avenue,New York,NY,10023
67-054,Find Aid For Aged (Hamilton),141 West 73 St,New York,NY,10023
67-055,Find Aid For Aged (Hamilton),141 West 73 St,New York,NY,10023
67-058,The Esplanade,305 West End Avenue,New York,NY,10023
67-059,The Esplanade,305 West End Avenue,New York,NY,10023
67-066,The Esplanade,305 West End Avenue,New York,NY,10023
67-067,William O'Shea Campus,100 West 77 Street,New York,NY,10024
67-069,William O'Shea Campus,100 West 77 Street,New York,NY,10024
67-070,William O'Shea Campus,100 West 77 Street,New York,NY,10024
67-071,William O'Shea Campus,100 West 77 Street,New York,NY,10024
67-072,Frank McCourt HS,151 West 84 Street,New York,NY,10024
67-086,PS 166,132 West 89 Street,New York,NY,10024
67-087,Central Baptist Church of NYC,166 West 92 St,New York,NY,10025
67-088,PS 166,132 West 89 Street,New York,NY,10024
67-090,Frank McCourt HS,151 West 84 Street,New York,NY,10024
68-030,Jackie Robinson Complex,1573 Madison Avenue,New York,NY,10029
68-031,Jackie Robinson Complex,1573 Madison Avenue,New York,NY,10029
68-033,Jackie Robinson Complex,1573 Madison Avenue,New York,NY,10029
68-035,PS 7,160 East 120 Street,New York,NY,10035
68-056,James W. Johnson Houses Comm Ctr,1827 Lexington Ave,New York,NY,10029
68-061,PS 185 (John Mercer Langston Sch),20 W 112 St,New York,NY,10026
68-063,Bonifacio C. Texidor Housing for Elderly,7 E 116 St,New York,NY,10029
68-064,James W. Johnson Houses Comm Ctr,1827 Lexington Ave,New York,NY,10029
68-065,James W. Johnson Houses Comm Ctr,1827 Lexington Ave,New York,NY,10029
68-074,Bonifacio C. Texidor Housing for Elderly,7 E 116 St,New York,NY,10029
68-079,PS 7,160 East 120 Street,New York,NY,10035
68-080,Henry J. Carter (hospital),1752 Park Avenue,New York,NY,10035
68-082,Henry J. Carter (hospital),1752 Park Avenue,New York,NY,10035
68-085,Triangle House,112 East 128 Street,New York,NY,10035
68-089,PS 7,160 East 120 Street,New York,NY,10035
68-094,Manhattan Psych Ctr (Meyer Bldg),600 E 125 St,New York,NY,10035
68-097,PS 7,160 East 120 Street,New York,NY,10035
68-099,PS 185 (John Mercer Langston Sch),20 W 112 St,New York,NY,10026
68-100,PS 7,160 East 120 Street,New York,NY,10035
69-001,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-002,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-003,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-004,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-005,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-006,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-007,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-009,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-010,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-011,Frank McCourt HS,151 West 84 Street,New York,NY,10024
69-012,PS 166,132 West 89 Street,New York,NY,10024
69-018,PS 166,132 West 89 Street,New York,NY,10024
69-019,PS 166,132 West 89 Street,New York,NY,10024
69-020,PS 166,132 West 89 Street,New York,NY,10024
69-021,Central Baptist Church of NYC,166 West 92 St,New York,NY,10025
69-027,PS 163,163 West 97 Street,New York,NY,10025
69-028,PS 166,132 West 89 Street,New York,NY,10024
69-029,PS 166,132 West 89 Street,New York,NY,10024
69-030,PS 166,132 West 89 Street,New York,NY,10024
69-031,Central Baptist Church of NYC,166 West 92 St,New York,NY,10025
69-032,PS 166,132 West 89 Street,New York,NY,10024
69-035,Central Baptist Church of NYC,166 West 92 St,New York,NY,10025
69-047,PS 163,163 West 97 Street,New York,NY,10025
69-049,West Side High School,140 West 102 Street,New York,NY,10025
69-054,West Side High School,140 West 102 Street,New York,NY,10025
69-058,West Side High School,140 West 102 Street,New York,NY,10025
69-063,Grace United Methodist Church,125 W 104 St,New York,NY,10025
69-065,Grace United Methodist Church,125 W 104 St,New York,NY,10025
69-066,Grace United Methodist Church,125 W 104 St,New York,NY,10025
69-067,Grace United Methodist Church,125 W 104 St,New York,NY,10025
69-071,Grace United Methodist Church,125 W 104 St,New York,NY,10025
69-086,PS 165,234 West 109 Street,New York,NY,10025
69-089,Gen Grant Houses IV,3150 Broadway,New York,NY,10027
69-091,PS 165,234 West 109 Street,New York,NY,10025
69-098,The Riverside Church of NY,91 Claremont Ave,New York,NY,10027
69-099,Gen Grant Houses II,1295 Amsterdam Avenue,New York,NY,10027
69-101,Gen Grant Houses II,1295 Amsterdam Avenue,New York,NY,10027
69-102,Manhattanville Houses,545 West 126 Street,New York,NY,10027
70-002,2nd Canaan Baptist,10 Lenox Avenue,New York,NY,10026
70-011,Rosa Parks (Fresh Oils Mnstrs),163 St Nicholas Ave,New York,NY,10026
70-013,Wyatt T. Walker Sr Hsng,2177 Frederick Douglass Blvd,New York,NY,10026
70-014,Wyatt T. Walker Sr Hsng,2177 Frederick Douglass Blvd,New York,NY,10026
70-015,Rosa Parks (Fresh Oils Mnstrs),163 St Nicholas Ave,New York,NY,10026
70-018,Rosa Parks (Fresh Oils Mnstrs),163 St Nicholas Ave,New York,NY,10026
70-019,Wyatt T. Walker Sr Hsng,2177 Frederick Douglass Blvd,New York,NY,10026
70-020,Rosa Parks (Fresh Oils Mnstrs),163 St Nicholas Ave,New York,NY,10026
70-021,Pelham Fritz Rec Ctr,18 Mt Morris Park West,New York,NY,10027
70-022,PS 154,250 West 127 Street,New York,NY,10027
70-023,PS 154,250 West 127 Street,New York,NY,10027
70-024,PS 154,250 West 127 Street,New York,NY,10027
70-037,PS 133,2121 5 Avenue,New York,NY,10037
70-038,PS 133,2121 5 Avenue,New York,NY,10037
70-039,PS 133,2121 5 Avenue,New York,NY,10037
70-048,Riverbend Housing,2301 5 Avenue,New York,NY,10037
70-049,Riverbend Housing,2301 5 Avenue,New York,NY,10037
70-053,Samuels Community Ctr,669 Malcolm X Blvd,New York,NY,10037
70-055,Samuels Community Ctr,669 Malcolm X Blvd,New York,NY,10037
70-056,Samuels Community Ctr,669 Malcolm X Blvd,New York,NY,10037
70-057,Samuels Community Ctr,669 Malcolm X Blvd,New York,NY,10037
70-058,Samuels Community Ctr,669 Malcolm X Blvd,New York,NY,10037
70-070,Manhattanville Houses,545 West 126 Street,New York,NY,10027
70-080,PS 192,500 West 138 Street,New York,NY,10031
70-084,"River View Towers, Inc",626 Riverside Drive,New York,NY,10031
70-085,"River View Towers, Inc",626 Riverside Drive,New York,NY,10031
70-092,PS 149,41 West 117 St,New York,NY,10026
71-002,"River View Towers, Inc.",626 Riverside Drive,New York,NY,10031
71-006,PS 153,1750 Amsterdam Avenue,New York,NY,10031
71-010,PS 48,4360 Broadway,New York,NY,10033
71-011,Jackie Robinson Rec Ctr (Parks),85 Bradhurst Ave,New York,NY,10039
71-021,HCCI (Harlem Cong For Comm Imprvmt),267 W 152 St,New York,NY,10039
71-022,HCCI (Harlem Cong For Comm Imprvmt),267 W 152 St,New York,NY,10039
71-038,Mary M. Bethune Gdns Comm Ctr,1949 Amsterdam Ave,New York,NY,10032
71-039,PS 28,475 West 155 Street,New York,NY,10032
71-046,158th & Riverside Hsg Co Inc,156-20 Riverside Dr W,New York,NY,10032
71-048,Gregorio Luperone HS,501 West 165 Street,New York,NY,10032
71-049,Community Health Acad of the Hts,504 W 158 St,New York,NY,10032
71-054,Gregorio Luperone HS,501 West 165 Street,New York,NY,10032
71-055,Gregorio Luperone HS,501 West 165 Street,New York,NY,10032
71-056,Gregorio Luperone HS,501 West 165 Street,New York,NY,10032
71-058,Gregorio Luperone HS,501 West 165 Street,New York,NY,10032
71-059,Alianza Dominicana Triangle Bldg,530 W 166 St,New York,NY,10032
71-060,Alianza Dominicana Triangle Bldg,530 W 166 St,New York,NY,10032
71-061,Gregorio Luperone HS,501 West 165 Street,New York,NY,10032
71-068,Henry Brooks Senior House,304 West 154 St,New York,NY,10039
71-078,PS 48,4360 Broadway,New York,NY,10033
71-079,PS 48,4360 Broadway,New York,NY,10033
71-080,K'Hal Adath Jeshurun,90 Bennett Avenue,New York,NY,10033
71-081,K'Hal Adath Jeshurun,90 Bennett Avenue,New York,NY,10033
71-083,Fort Tryon Ctr for Rehab & Nursing,801 W 190 St,New York,NY,10040
71-084,Fort Tryon Ctr for Rehab & Nursing,801 W 190 St,New York,NY,10040
71-085,Fort Tryon Ctr for Rehab & Nursing,801 W 190 St,New York,NY,10040
71-092,158th & Riverside Hsg Co Inc,156-20 Riverside Dr W,New York,NY,10032
72-002,Gregorio Luperone HS,501 West 165 Street,New York,NY,10032
72-013,PS 143,515 West 182 Street,New York,NY,10033
72-017,PS 132,185 Wadsworth Avenue,New York,NY,10033
72-018,PS 132,185 Wadsworth Avenue,New York,NY,10033
72-020,PS 132,185 Wadsworth Avenue,New York,NY,10033
72-032,Inwood Towers,11 Fort George Hill,New York,NY,10040
72-033,Isabella Geriatric Center,515 Audubon Ave,New York,NY,10040
72-036,Inwood Towers,11 Fort George Hill,New York,NY,10040
72-039,PS 152,93 Nagle Avenue,New York,NY,10040
72-050,Washington Hts Acad (M366),202 Sherman Ave,New York,NY,10034
72-051,Washington Hts Acad (M366),202 Sherman Ave,New York,NY,10034
72-052,Washington Hts Acad (M366),202 Sherman Ave,New York,NY,10034
